FiscalYear,MonthYear,Town,AdmMonth,PrimaryDrug,AdmCount
2014,14-Jan,Stamford,1,"Marijuana, Hashish, THC",10
2014,14-Feb,Stamford,2,Alcohol,49
2014,14-Feb,Stamford,2,Heroin,17
2014,14-Feb,Stamford,2,"Marijuana, Hashish, THC",21
2014,14-Feb,Stamford,2,PCP,8
2014,14-Mar,Stamford,3,Alcohol,37
2014,14-Mar,Stamford,3,Crack,7
2014,14-Mar,Stamford,3,Heroin,22
2014,14-Mar,Stamford,3,"Marijuana, Hashish, THC",29
2014,14-Mar,Stamford,3,Other Opiates and Synthetics,6
2014,14-Mar,Stamford,3,PCP,9
2014,14-Apr,Stamford,4,Alcohol,56
2014,14-Apr,Stamford,4,Cocaine,7
2014,14-Apr,Stamford,4,Heroin,27
2014,14-Apr,Stamford,4,"Marijuana, Hashish, THC",27
2014,14-Apr,Stamford,4,Other Opiates and Synthetics,7
2014,14-Apr,Stamford,4,PCP,9
2014,14-May,Stamford,5,Alcohol,42
2014,14-May,Stamford,5,Cocaine,6
2014,14-May,Stamford,5,Heroin,24
2014,14-May,Stamford,5,"Marijuana, Hashish, THC",23
2014,14-May,Stamford,5,Other Opiates and Synthetics,7
2014,14-Jun,Stamford,6,Alcohol,51
2014,14-Jun,Stamford,6,Crack,7
2014,14-Jun,Stamford,6,Heroin,20
2014,14-Jun,Stamford,6,"Marijuana, Hashish, THC",26
2014,13-Jul,Stamford,7,Alcohol,33
2014,13-Jul,Stamford,7,Heroin,31
2014,13-Jul,Stamford,7,"Marijuana, Hashish, THC",25
2014,13-Jul,Stamford,7,Other Opiates and Synthetics,9
2014,13-Aug,Stamford,8,Alcohol,33
2014,14-Jan,Wallingford,1,Alcohol,12
2014,13-Aug,Stamford,8,Heroin,27
2014,13-Aug,Stamford,8,"Marijuana, Hashish, THC",25
2014,13-Sep,Stamford,9,Alcohol,44
2014,13-Sep,Stamford,9,Heroin,23
2014,13-Sep,Stamford,9,"Marijuana, Hashish, THC",18
2014,13-Oct,Stamford,10,Alcohol,39
2014,13-Oct,Stamford,10,Crack,6
2014,13-Oct,Stamford,10,Heroin,17
2014,13-Oct,Stamford,10,"Marijuana, Hashish, THC",32
2014,13-Oct,Stamford,10,Other Opiates and Synthetics,7
2014,13-Nov,Stamford,11,Alcohol,33
2014,13-Nov,Stamford,11,Crack,8
2014,13-Nov,Stamford,11,Heroin,22
2014,13-Nov,Stamford,11,"Marijuana, Hashish, THC",18
2014,13-Nov,Stamford,11,PCP,6
2014,13-Dec,Stamford,12,Alcohol,33
2014,13-Dec,Stamford,12,Heroin,15
2014,13-Dec,Stamford,12,"Marijuana, Hashish, THC",15
2014,13-Oct,Sterling,10,Heroin,6
2014,14-Jan,Stonington,1,Alcohol,12
2014,14-Jan,Stonington,1,Heroin,9
2014,14-Feb,Stonington,2,Alcohol,15
2014,14-Mar,Stonington,3,Alcohol,15
2014,14-Apr,Stonington,4,Alcohol,15
2014,14-Jun,Stonington,6,Alcohol,7
2014,13-Jul,Stonington,7,Alcohol,10
2014,13-Aug,Stonington,8,Alcohol,14
2014,13-Sep,Stonington,9,Alcohol,17
2014,13-Oct,Stonington,10,Alcohol,19
2014,13-Nov,Stonington,11,Alcohol,11
2014,13-Dec,Stonington,12,Alcohol,12
2014,14-Jan,Stratford,1,Alcohol,17
2014,14-Jan,Stratford,1,Heroin,9
2014,14-Jan,Stratford,1,"Marijuana, Hashish, THC",10
2014,14-Feb,Stratford,2,Alcohol,18
2014,14-Feb,Stratford,2,Heroin,18
2014,14-Feb,Stratford,2,"Marijuana, Hashish, THC",8
2014,14-Mar,Stratford,3,Alcohol,16
2014,14-Mar,Stratford,3,Heroin,14
2014,14-Mar,Stratford,3,"Marijuana, Hashish, THC",17
2014,14-Apr,Stratford,4,Alcohol,20
2014,14-Apr,Stratford,4,Heroin,17
2014,14-Apr,Stratford,4,"Marijuana, Hashish, THC",7
2014,14-May,Stratford,5,Alcohol,13
2014,14-May,Stratford,5,Heroin,30
2014,14-May,Stratford,5,"Marijuana, Hashish, THC",15
2014,14-May,Stratford,5,Other Opiates and Synthetics,6
2014,14-Jun,Stratford,6,Alcohol,28
2014,14-Jun,Stratford,6,Heroin,12
2014,14-Jun,Stratford,6,"Marijuana, Hashish, THC",11
2014,13-Jul,Stratford,7,Alcohol,9
2014,13-Jul,Stratford,7,Heroin,28
2014,13-Jul,Stratford,7,"Marijuana, Hashish, THC",9
2014,13-Aug,Stratford,8,Alcohol,12
2014,13-Aug,Stratford,8,Heroin,20
2014,13-Aug,Stratford,8,"Marijuana, Hashish, THC",8
2014,13-Sep,Stratford,9,Alcohol,12
2014,13-Sep,Stratford,9,Heroin,26
2014,14-Apr,Waterbury,4,PCP,8
2014,13-Sep,Stratford,9,"Marijuana, Hashish, THC",7
2014,13-Oct,Stratford,10,Alcohol,14
2014,13-Oct,Stratford,10,Heroin,16
2014,13-Oct,Stratford,10,"Marijuana, Hashish, THC",13
2014,13-Oct,Stratford,10,Other Opiates and Synthetics,9
2014,13-Nov,Stratford,11,Alcohol,7
2014,13-Nov,Stratford,11,Benzodiazepines,6
2014,13-Nov,Stratford,11,Heroin,16
2014,13-Nov,Stratford,11,"Marijuana, Hashish, THC",7
2014,13-Nov,Stratford,11,Other Opiates and Synthetics,9
2014,13-Dec,Stratford,12,Alcohol,6
2014,13-Dec,Stratford,12,Heroin,15
2014,13-Dec,Stratford,12,"Marijuana, Hashish, THC",9
2014,14-Jan,Suffield,1,Alcohol,7
2014,14-May,Suffield,5,Alcohol,7
2014,13-Aug,Suffield,8,Alcohol,6
2014,13-Sep,Suffield,9,Alcohol,6
2014,13-Dec,Suffield,12,Heroin,6
2014,14-Jan,Thomaston,1,Heroin,9
2014,14-May,Thomaston,5,Heroin,8
2014,13-Jul,Thomaston,7,Alcohol,7
2014,13-Jul,Thomaston,7,Heroin,6
2014,14-Mar,Thompson,3,Alcohol,6
2014,13-Jul,Thompson,7,Alcohol,6
2014,13-Aug,Thompson,8,Alcohol,7
2014,13-Aug,Thompson,8,Heroin,6
2014,14-Jan,Torrington,1,Alcohol,47
2014,14-Jan,Torrington,1,Cocaine,6
2014,14-Jan,Torrington,1,Heroin,52
2014,14-Jan,Torrington,1,"Marijuana, Hashish, THC",11
2014,14-Feb,Torrington,2,Crack,10
2014,14-Feb,Torrington,2,Heroin,50
2014,14-Feb,Torrington,2,"Marijuana, Hashish, THC",7
2014,14-Feb,Torrington,2,Other Opiates and Synthetics,8
2014,14-Mar,Torrington,3,Alcohol,53
2014,14-Mar,Torrington,3,Cocaine,7
2014,14-Mar,Torrington,3,Crack,8
2014,14-Mar,Torrington,3,Heroin,51
2014,14-Apr,Torrington,4,Alcohol,46
2014,14-Apr,Torrington,4,Cocaine,7
2014,14-Apr,Torrington,4,Crack,8
2014,14-Apr,Torrington,4,Heroin,54
2014,14-Apr,Torrington,4,"Marijuana, Hashish, THC",9
2014,14-May,Torrington,5,Alcohol,44
2014,14-May,Torrington,5,Crack,6
2014,14-May,Torrington,5,Heroin,57
2014,14-May,Torrington,5,"Marijuana, Hashish, THC",8
2014,14-May,Torrington,5,Other Opiates and Synthetics,9
2014,14-Jun,Torrington,6,Alcohol,49
2014,14-Jun,Torrington,6,Crack,13
2014,14-Jun,Torrington,6,Heroin,60
2014,14-Jun,Torrington,6,"Marijuana, Hashish, THC",9
2014,13-Jul,Torrington,7,Alcohol,42
2014,13-Jul,Torrington,7,Cocaine,6
2014,13-Jul,Torrington,7,Heroin,39
2014,13-Jul,Torrington,7,"Marijuana, Hashish, THC",7
2014,13-Aug,Torrington,8,Alcohol,67
2014,13-Aug,Torrington,8,Crack,6
2014,13-Aug,Torrington,8,Heroin,37
2014,13-Aug,Torrington,8,"Marijuana, Hashish, THC",8
2014,13-Sep,Torrington,9,Alcohol,40
2014,13-Sep,Torrington,9,Heroin,40
2014,13-Sep,Torrington,9,"Marijuana, Hashish, THC",8
2014,13-Sep,Torrington,9,Other Opiates and Synthetics,6
2014,13-Oct,Torrington,10,Alcohol,57
2014,13-Oct,Torrington,10,Cocaine,7
2014,13-Oct,Torrington,10,Crack,8
2014,13-Oct,Torrington,10,Heroin,41
2014,13-Oct,Torrington,10,"Marijuana, Hashish, THC",15
2014,13-Nov,Torrington,11,Alcohol,32
2014,13-Nov,Torrington,11,Cocaine,9
2014,13-Nov,Torrington,11,Heroin,38
2014,13-Nov,Torrington,11,"Marijuana, Hashish, THC",7
2014,13-Dec,Torrington,12,Alcohol,28
2014,13-Dec,Torrington,12,Heroin,41
2014,13-Dec,Torrington,12,"Marijuana, Hashish, THC",9
2014,14-Jan,Trumbull,1,Alcohol,11
2014,14-Jan,Trumbull,1,Heroin,12
2014,14-Feb,Trumbull,2,Heroin,10
2014,14-Mar,Trumbull,3,Alcohol,9
2014,14-Mar,Trumbull,3,Heroin,10
2014,14-Apr,Trumbull,4,Alcohol,10
2014,14-Apr,Trumbull,4,Heroin,9
2014,14-May,Trumbull,5,Alcohol,7
2014,14-May,Trumbull,5,Heroin,7
2014,14-Jun,Trumbull,6,Heroin,10
2014,13-Jul,Trumbull,7,Alcohol,10
2014,13-Aug,Trumbull,8,Heroin,11
2014,13-Sep,Trumbull,9,Heroin,13
2014,13-Oct,Trumbull,10,Alcohol,6
2014,13-Oct,Trumbull,10,Heroin,12
2014,13-Nov,Trumbull,11,Heroin,17
2014,13-Dec,Trumbull,12,Alcohol,8
2014,13-Dec,Trumbull,12,Heroin,9
2014,14-Jan,Vernon,1,Alcohol,16
2014,14-Jan,Vernon,1,Heroin,12
2014,14-Feb,Vernon,2,Alcohol,18
2014,14-Feb,Vernon,2,Heroin,11
2014,14-Mar,Vernon,3,Alcohol,11
2014,14-Mar,Vernon,3,Heroin,12
2014,14-Apr,Vernon,4,Alcohol,15
2014,14-Apr,Vernon,4,Heroin,15
2014,14-May,Vernon,5,Alcohol,8
2014,14-May,Vernon,5,Heroin,10
2014,14-Jun,Vernon,6,Alcohol,11
2014,14-Jun,Vernon,6,Heroin,14
2014,13-Jul,Vernon,7,Alcohol,12
2014,13-Jul,Vernon,7,Heroin,15
2014,13-Aug,Vernon,8,Alcohol,13
2014,13-Sep,Vernon,9,Alcohol,14
2014,13-Oct,Vernon,10,Alcohol,9
2014,13-Oct,Vernon,10,Heroin,11
2014,13-Nov,Vernon,11,Heroin,9
2014,13-Dec,Vernon,12,Alcohol,12
2014,13-Dec,Vernon,12,Heroin,14
2014,14-Jan,Wallingford,1,Heroin,11
2014,14-Feb,Wallingford,2,Alcohol,18
2014,14-Feb,Wallingford,2,Heroin,12
2014,14-Mar,Wallingford,3,Alcohol,7
2014,14-Mar,Wallingford,3,Heroin,14
2014,14-Apr,Wallingford,4,Alcohol,20
2014,14-Apr,Wallingford,4,Heroin,11
2014,14-May,Wallingford,5,Alcohol,11
2014,14-May,Wallingford,5,Heroin,12
2014,14-Jun,Wallingford,6,Alcohol,10
2014,14-Jun,Wallingford,6,Heroin,36
2014,14-Jun,Wallingford,6,"Marijuana, Hashish, THC",8
2014,13-Jul,Wallingford,7,Alcohol,19
2014,13-Jul,Wallingford,7,Heroin,12
2015,14-Jul,Seymour,7,Heroin,11
2014,13-Aug,Wallingford,8,Alcohol,18
2014,13-Aug,Wallingford,8,Heroin,20
2014,13-Sep,Wallingford,9,Alcohol,13
2014,13-Sep,Wallingford,9,Heroin,12
2014,13-Oct,Wallingford,10,Alcohol,24
2014,13-Oct,Wallingford,10,Heroin,26
2014,13-Nov,Wallingford,11,Alcohol,13
2014,13-Nov,Wallingford,11,Heroin,15
2014,13-Dec,Wallingford,12,Alcohol,14
2014,13-Dec,Wallingford,12,Heroin,10
2014,14-Jan,Waterbury,1,Alcohol,99
2014,14-Jan,Waterbury,1,Cocaine,32
2014,14-Jan,Waterbury,1,Crack,25
2014,14-Jan,Waterbury,1,Heroin,112
2014,14-Jan,Waterbury,1,"Marijuana, Hashish, THC",81
2014,14-Jan,Waterbury,1,Other Opiates and Synthetics,12
2014,14-Jan,Waterbury,1,PCP,6
2014,14-Feb,Waterbury,2,Alcohol,95
2014,14-Feb,Waterbury,2,Cocaine,23
2014,14-Feb,Waterbury,2,Crack,12
2014,14-Feb,Waterbury,2,Heroin,105
2014,14-Feb,Waterbury,2,"Marijuana, Hashish, THC",68
2014,14-Feb,Waterbury,2,Other Opiates and Synthetics,12
2014,14-Feb,Waterbury,2,PCP,8
2014,14-Mar,Waterbury,3,Alcohol,128
2014,14-Mar,Waterbury,3,Cocaine,36
2014,14-Mar,Waterbury,3,Crack,16
2014,14-Mar,Waterbury,3,Heroin,120
2014,14-Mar,Waterbury,3,"Marijuana, Hashish, THC",89
2014,14-Mar,Waterbury,3,Other Opiates and Synthetics,21
2014,14-Mar,Waterbury,3,PCP,9
2014,14-Apr,Waterbury,4,Alcohol,113
2014,14-Apr,Waterbury,4,Cocaine,20
2014,14-Apr,Waterbury,4,Crack,25
2014,14-Apr,Waterbury,4,Heroin,121
2014,14-Apr,Waterbury,4,"Marijuana, Hashish, THC",80
2014,14-Apr,Waterbury,4,Other Opiates and Synthetics,21
2014,14-May,Waterbury,5,Alcohol,132
2014,14-May,Waterbury,5,Cocaine,24
2014,14-May,Waterbury,5,Crack,20
2014,14-May,Waterbury,5,Heroin,87
2014,14-May,Waterbury,5,"Marijuana, Hashish, THC",85
2014,14-May,Waterbury,5,Other Opiates and Synthetics,16
2014,14-May,Waterbury,5,PCP,10
2014,14-Jun,Waterbury,6,Alcohol,122
2014,14-Jun,Waterbury,6,Cocaine,14
2014,14-Jun,Waterbury,6,Crack,17
2014,14-Jun,Waterbury,6,Heroin,121
2014,14-Jun,Waterbury,6,"Marijuana, Hashish, THC",91
2014,14-Jun,Waterbury,6,Other Opiates and Synthetics,27
2014,13-Jul,Waterbury,7,Alcohol,134
2014,13-Jul,Waterbury,7,Cocaine,26
2014,13-Jul,Waterbury,7,Crack,19
2014,13-Jul,Waterbury,7,Heroin,114
2014,13-Jul,Waterbury,7,Inhalants,6
2014,13-Jul,Waterbury,7,"Marijuana, Hashish, THC",74
2014,13-Jul,Waterbury,7,Other Opiates and Synthetics,16
2014,13-Jul,Waterbury,7,PCP,7
2014,13-Aug,Waterbury,8,Alcohol,124
2014,13-Aug,Waterbury,8,Cocaine,19
2014,13-Aug,Waterbury,8,Crack,13
2014,13-Aug,Waterbury,8,Heroin,112
2014,13-Aug,Waterbury,8,"Marijuana, Hashish, THC",78
2014,13-Aug,Waterbury,8,Other Opiates and Synthetics,21
2014,13-Sep,Waterbury,9,Alcohol,93
2015,15-Jun,Sharon,6,Alcohol,6
2014,13-Sep,Waterbury,9,Cocaine,16
2014,13-Sep,Waterbury,9,Crack,22
2014,13-Sep,Waterbury,9,Heroin,89
2014,13-Sep,Waterbury,9,"Marijuana, Hashish, THC",68
2014,13-Sep,Waterbury,9,Other Opiates and Synthetics,15
2014,13-Sep,Waterbury,9,PCP,13
2014,13-Oct,Waterbury,10,Alcohol,117
2014,13-Oct,Waterbury,10,Benzodiazepines,8
2014,13-Oct,Waterbury,10,Cocaine,33
2014,13-Oct,Waterbury,10,Crack,20
2014,13-Oct,Waterbury,10,Heroin,122
2014,13-Oct,Waterbury,10,"Marijuana, Hashish, THC",85
2014,13-Oct,Waterbury,10,Other Opiates and Synthetics,14
2014,13-Oct,Waterbury,10,PCP,11
2014,13-Nov,Waterbury,11,Alcohol,96
2014,13-Nov,Waterbury,11,Cocaine,20
2014,13-Nov,Waterbury,11,Crack,12
2014,13-Nov,Waterbury,11,Heroin,102
2014,13-Nov,Waterbury,11,"Marijuana, Hashish, THC",72
2014,13-Nov,Waterbury,11,Other Opiates and Synthetics,7
2014,13-Nov,Waterbury,11,PCP,7
2014,13-Dec,Waterbury,12,Alcohol,88
2014,13-Dec,Waterbury,12,Cocaine,31
2014,13-Dec,Waterbury,12,Crack,18
2014,13-Dec,Waterbury,12,Heroin,99
2014,13-Dec,Waterbury,12,"Marijuana, Hashish, THC",72
2014,13-Dec,Waterbury,12,Other Opiates and Synthetics,15
2014,13-Dec,Waterbury,12,PCP,9
2014,14-Jan,Waterford,1,Alcohol,8
2014,14-Feb,Waterford,2,Alcohol,11
2014,14-Feb,Waterford,2,Heroin,10
2014,14-Mar,Waterford,3,Alcohol,18
2014,14-Mar,Waterford,3,Heroin,15
2014,14-Apr,Waterford,4,Alcohol,12
2014,14-Apr,Waterford,4,Heroin,8
2014,14-May,Waterford,5,Alcohol,14
2014,14-May,Waterford,5,Heroin,9
2014,14-Jun,Waterford,6,Alcohol,11
2014,13-Jul,Waterford,7,Alcohol,22
2014,13-Jul,Waterford,7,Heroin,9
2014,13-Aug,Waterford,8,Alcohol,12
2014,13-Aug,Waterford,8,Heroin,6
2014,13-Sep,Waterford,9,Alcohol,12
2014,13-Sep,Waterford,9,Heroin,10
2015,15-Apr,Shelton,4,Heroin,25
2014,13-Oct,Waterford,10,Alcohol,15
2014,13-Oct,Waterford,10,Heroin,8
2014,13-Nov,Waterford,11,Alcohol,13
2014,13-Nov,Waterford,11,Heroin,8
2014,13-Dec,Waterford,12,Alcohol,10
2014,13-Dec,Waterford,12,Heroin,8
2014,14-Jan,Watertown,1,Alcohol,12
2014,14-Jan,Watertown,1,Heroin,9
2014,14-Feb,Watertown,2,Alcohol,11
2014,14-Feb,Watertown,2,Heroin,7
2014,14-Mar,Watertown,3,Alcohol,21
2014,14-Mar,Watertown,3,Heroin,8
2014,14-Apr,Watertown,4,Alcohol,16
2014,14-Apr,Watertown,4,Heroin,7
2014,14-Apr,Watertown,4,Other Opiates and Synthetics,6
2014,14-May,Watertown,5,Alcohol,19
2014,14-May,Watertown,5,Heroin,16
2014,14-Jun,Watertown,6,Alcohol,13
2014,14-Jun,Watertown,6,Heroin,9
2014,13-Jul,Watertown,7,Alcohol,11
2014,13-Jul,Watertown,7,Heroin,7
2014,13-Aug,Watertown,8,Alcohol,14
2014,13-Aug,Watertown,8,Heroin,16
2014,13-Sep,Watertown,9,Alcohol,9
2014,13-Sep,Watertown,9,Heroin,7
2014,13-Oct,Watertown,10,Alcohol,12
2014,13-Oct,Watertown,10,Heroin,7
2014,13-Nov,Watertown,11,Alcohol,16
2014,13-Nov,Watertown,11,Heroin,13
2014,13-Dec,Watertown,12,Alcohol,11
2014,13-Dec,Watertown,12,Heroin,9
2014,14-Jan,West Hartford,1,Alcohol,23
2014,14-Jan,West Hartford,1,Heroin,19
2014,14-Feb,West Hartford,2,Alcohol,14
2014,14-Feb,West Hartford,2,Heroin,11
2014,14-Mar,West Hartford,3,Alcohol,16
2014,14-Mar,West Hartford,3,Heroin,7
2014,14-Mar,West Hartford,3,"Marijuana, Hashish, THC",6
2014,14-Apr,West Hartford,4,Alcohol,15
2014,14-Apr,West Hartford,4,Heroin,12
2014,14-May,West Hartford,5,Alcohol,28
2014,14-May,West Hartford,5,Heroin,10
2014,14-May,West Hartford,5,"Marijuana, Hashish, THC",8
2014,14-Jun,West Hartford,6,Alcohol,26
2014,14-Jun,West Hartford,6,Heroin,12
2014,14-Jun,West Hartford,6,"Marijuana, Hashish, THC",12
2015,15-Jun,Stafford,6,Alcohol,9
2014,13-Jul,West Hartford,7,Alcohol,23
2014,13-Jul,West Hartford,7,Heroin,14
2014,13-Aug,West Hartford,8,Alcohol,23
2014,13-Aug,West Hartford,8,Heroin,15
2014,13-Aug,West Hartford,8,"Marijuana, Hashish, THC",7
2014,13-Sep,West Hartford,9,Alcohol,17
2014,13-Sep,West Hartford,9,Heroin,10
2014,13-Sep,West Hartford,9,"Marijuana, Hashish, THC",7
2014,13-Oct,West Hartford,10,Alcohol,33
2014,13-Oct,West Hartford,10,Heroin,13
2014,13-Oct,West Hartford,10,"Marijuana, Hashish, THC",8
2014,13-Nov,West Hartford,11,Alcohol,18
2014,13-Nov,West Hartford,11,Heroin,10
2014,13-Dec,West Hartford,12,Alcohol,17
2014,13-Dec,West Hartford,12,Heroin,15
2014,14-Jan,West Haven,1,Alcohol,17
2014,14-Jan,West Haven,1,Heroin,21
2014,14-Feb,West Haven,2,Alcohol,29
2014,14-Feb,West Haven,2,Heroin,15
2014,14-Feb,West Haven,2,"Marijuana, Hashish, THC",10
2014,14-Mar,West Haven,3,Alcohol,32
2014,14-Mar,West Haven,3,Heroin,19
2014,14-Mar,West Haven,3,"Marijuana, Hashish, THC",9
2014,14-Apr,West Haven,4,Alcohol,24
2014,14-Apr,West Haven,4,Heroin,28
2014,14-Apr,West Haven,4,"Marijuana, Hashish, THC",6
2014,14-Apr,West Haven,4,Other Opiates and Synthetics,7
2014,14-May,West Haven,5,Alcohol,29
2014,14-May,West Haven,5,Heroin,10
2014,14-May,West Haven,5,"Marijuana, Hashish, THC",9
2014,14-May,West Haven,5,Other Opiates and Synthetics,9
2014,14-Jun,West Haven,6,Alcohol,31
2014,14-Jun,West Haven,6,Heroin,32
2014,14-Jun,West Haven,6,"Marijuana, Hashish, THC",7
2014,14-Jun,West Haven,6,Other Opiates and Synthetics,13
2014,13-Jul,West Haven,7,Alcohol,43
2014,13-Jul,West Haven,7,Crack,8
2014,13-Jul,West Haven,7,Heroin,25
2014,13-Jul,West Haven,7,"Marijuana, Hashish, THC",12
2014,13-Jul,West Haven,7,Other Opiates and Synthetics,9
2014,13-Aug,West Haven,8,Alcohol,27
2014,13-Aug,West Haven,8,Crack,7
2014,13-Aug,West Haven,8,Heroin,16
2014,13-Aug,West Haven,8,"Marijuana, Hashish, THC",16
2014,13-Aug,West Haven,8,Other Opiates and Synthetics,6
2014,13-Sep,West Haven,9,Alcohol,31
2014,13-Sep,West Haven,9,Heroin,27
2014,13-Oct,West Haven,10,Alcohol,24
2014,13-Oct,West Haven,10,Cocaine,6
2015,15-Jan,Sterling,1,Heroin,6
2014,13-Oct,West Haven,10,Heroin,31
2014,13-Oct,West Haven,10,"Marijuana, Hashish, THC",8
2014,13-Nov,West Haven,11,Alcohol,18
2014,13-Nov,West Haven,11,Heroin,14
2014,13-Nov,West Haven,11,Other Opiates and Synthetics,7
2014,13-Dec,West Haven,12,Alcohol,21
2014,13-Dec,West Haven,12,Cocaine,6
2014,13-Dec,West Haven,12,Heroin,13
2014,13-Dec,West Haven,12,"Marijuana, Hashish, THC",9
2014,14-Jan,Westbrook,1,Alcohol,7
2014,14-Mar,Westbrook,3,Alcohol,8
2014,14-Mar,Westbrook,3,Heroin,6
2014,14-Apr,Westbrook,4,Alcohol,6
2015,15-Jan,Stratford,1,Heroin,25
2014,13-Jul,Westbrook,7,Alcohol,8
2014,13-Sep,Westbrook,9,Alcohol,6
2014,13-Oct,Westbrook,10,Heroin,6
2014,13-Nov,Westbrook,11,Alcohol,6
2014,14-May,Westport,5,Heroin,6
2014,14-Jun,Westport,6,Heroin,6
2014,13-Jul,Westport,7,Alcohol,6
2014,14-Feb,Windham,2,Other Opiates and Synthetics,6
2014,14-Jan,Wethersfield,1,Alcohol,14
2014,14-Jan,Wethersfield,1,Heroin,17
2014,14-Feb,Wethersfield,2,Alcohol,10
2014,14-Feb,Wethersfield,2,Heroin,8
2014,14-Mar,Wethersfield,3,Alcohol,15
2014,14-Mar,Wethersfield,3,Heroin,11
2014,14-Apr,Wethersfield,4,Alcohol,8
2014,14-Apr,Wethersfield,4,Heroin,10
2014,14-May,Wethersfield,5,Alcohol,11
2014,14-May,Wethersfield,5,Heroin,8
2014,14-Jun,Wethersfield,6,Alcohol,8
2014,14-Jun,Wethersfield,6,Heroin,10
2014,13-Jul,Wethersfield,7,Alcohol,20
2014,13-Aug,Wethersfield,8,Alcohol,11
2014,13-Aug,Wethersfield,8,Heroin,7
2014,13-Sep,Wethersfield,9,Alcohol,8
2014,13-Oct,Wethersfield,10,Alcohol,12
2014,13-Oct,Wethersfield,10,Heroin,10
2014,13-Nov,Wethersfield,11,Alcohol,9
2014,13-Nov,Wethersfield,11,Heroin,8
2014,13-Dec,Wethersfield,12,Alcohol,12
2014,13-Dec,Wethersfield,12,Heroin,9
2014,14-Feb,Willington,2,Alcohol,7
2014,14-Feb,Willington,2,Heroin,6
2014,13-Nov,Willington,11,Heroin,6
2014,14-Jan,Winchester,1,Alcohol,10
2014,14-Jan,Winchester,1,Heroin,19
2014,14-Feb,Winchester,2,Alcohol,9
2014,14-Feb,Winchester,2,Heroin,14
2014,14-Mar,Winchester,3,Alcohol,9
2014,14-Mar,Winchester,3,Heroin,15
2014,14-Apr,Winchester,4,Alcohol,11
2014,14-Apr,Winchester,4,Heroin,14
2014,14-May,Winchester,5,Heroin,11
2014,14-Jun,Winchester,6,Alcohol,10
2014,14-Jun,Winchester,6,Heroin,13
2014,13-Jul,Winchester,7,Alcohol,11
2014,13-Jul,Winchester,7,Heroin,9
2014,13-Aug,Winchester,8,Alcohol,10
2014,13-Aug,Winchester,8,Heroin,16
2014,13-Sep,Winchester,9,Alcohol,6
2014,13-Sep,Winchester,9,Heroin,8
2014,13-Oct,Winchester,10,Alcohol,10
2014,13-Oct,Winchester,10,Heroin,18
2014,13-Nov,Winchester,11,Alcohol,12
2014,13-Nov,Winchester,11,Heroin,10
2014,13-Dec,Winchester,12,Alcohol,6
2014,13-Dec,Winchester,12,Heroin,15
2014,14-Jan,Windham,1,Alcohol,43
2014,14-Jan,Windham,1,Cocaine,6
2014,14-Jan,Windham,1,Crack,7
2014,14-Jan,Windham,1,Heroin,50
2014,14-Jan,Windham,1,"Marijuana, Hashish, THC",11
2014,14-Feb,Windham,2,Alcohol,53
2014,14-Feb,Windham,2,Cocaine,7
2014,14-Feb,Windham,2,Heroin,37
2014,14-Feb,Windham,2,"Marijuana, Hashish, THC",7
2014,14-Mar,Windham,3,Cocaine,12
2014,14-Mar,Windham,3,Heroin,61
2014,14-Mar,Windham,3,"Marijuana, Hashish, THC",9
2014,14-Apr,Windham,4,Alcohol,54
2014,14-Apr,Windham,4,Cocaine,6
2014,14-Apr,Windham,4,Heroin,56
2014,14-Apr,Windham,4,"Marijuana, Hashish, THC",11
2014,14-Apr,Windham,4,Other Opiates and Synthetics,6
2014,14-May,Windham,5,Alcohol,50
2014,14-May,Windham,5,Cocaine,6
2014,14-May,Windham,5,Crack,6
2014,14-May,Windham,5,Heroin,45
2014,14-May,Windham,5,"Marijuana, Hashish, THC",12
2014,14-Jun,Windham,6,Alcohol,51
2014,14-Jun,Windham,6,Cocaine,11
2014,14-Jun,Windham,6,Crack,9
2014,14-Jun,Windham,6,Heroin,49
2014,14-Jun,Windham,6,"Marijuana, Hashish, THC",13
2014,14-Jun,Windham,6,Other Opiates and Synthetics,6
2014,13-Jul,Windham,7,Alcohol,42
2014,13-Jul,Windham,7,Cocaine,6
2014,13-Jul,Windham,7,Crack,7
2014,13-Jul,Windham,7,Heroin,45
2014,13-Jul,Windham,7,"Marijuana, Hashish, THC",7
2014,13-Aug,Windham,8,Alcohol,38
2015,14-Aug,Bridgeport,8,Alcohol,103
2014,13-Aug,Windham,8,Crack,10
2014,13-Aug,Windham,8,Heroin,47
2014,13-Aug,Windham,8,"Marijuana, Hashish, THC",10
2014,13-Aug,Windham,8,Other Opiates and Synthetics,7
2014,13-Sep,Windham,9,Alcohol,38
2014,13-Sep,Windham,9,Cocaine,10
2014,13-Sep,Windham,9,Crack,17
2014,13-Sep,Windham,9,Heroin,51
2014,13-Sep,Windham,9,"Marijuana, Hashish, THC",12
2014,13-Oct,Windham,10,Alcohol,43
2014,13-Oct,Windham,10,Heroin,51
2014,13-Oct,Windham,10,"Marijuana, Hashish, THC",21
2014,13-Nov,Windham,11,Alcohol,41
2014,13-Nov,Windham,11,Crack,6
2014,13-Nov,Windham,11,Heroin,51
2014,13-Nov,Windham,11,"Marijuana, Hashish, THC",7
2014,13-Dec,Windham,12,Alcohol,36
2014,13-Dec,Windham,12,Cocaine,6
